	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
ENSDARG00000044935.4	8.51761659391933e-10	-1.25270662966907	0.066	0.149	1.87123518951814e-05	12	ENSDARG00000044935
ENSDARG00000102975.6	2.16061783909081e-09	-1.09672255599987	0.04	0.115	4.74666133069859e-05	12	ENSDARG00000102975
ENSDARG00000019902.5	2.46509991707922e-09	-1.23944614426347	0.096	0.18	5.41557800783134e-05	12	ENSDARG00000019902
ENSDARG00000058371.7	2.73115396424578e-09	-1.22268286862991	0.279	0.336	6.00007214405156e-05	12	ENSDARG00000058371
ENSDARG00000036577.4	3.4831319881367e-09	-1.16639840350435	0.093	0.173	7.65209266473751e-05	12	ENSDARG00000036577
ENSDARG00000027236.8	5.51916322067151e-09	-1.80364129224157	0.046	0.121	0.000121250496794932	12	ENSDARG00000027236
ENSDARG00000025254.2	5.83604704250598e-09	-1.0825943582797	0.108	0.189	0.000128212117476814	12	ENSDARG00000025254
ENSDARG00000055216.4	1.12818822088397e-08	-1.08755605140949	0.222	0.29	0.000247851670245999	12	ENSDARG00000055216
ENSDARG00000041623.5	3.51953836955159e-08	-1.33331619221384	0.202	0.273	0.000773207384406788	12	ENSDARG00000041623
ENSDARG00000012405.6	9.52582116101608e-08	-1.49476582005286	0.151	0.223	0.00209272765086362	12	ENSDARG00000012405
ENSDARG00000011640.6	1.16775857718551e-07	-1.10573549537563	0.046	0.111	0.00256544881821884	12	ENSDARG00000011640
ENSDARG00000098475.5	1.32728914007896e-07	-1.32674480059963	0.209	0.271	0.00291592151183946	12	ENSDARG00000098475
ENSDARG00000020007.6	5.36784391222965e-07	-1.17274321360935	0.138	0.205	0.0117926162907773	12	ENSDARG00000020007
ENSDARG00000038153.7	9.53461367411166e-07	-1.45466329239599	0.161	0.222	0.0209465927806559	12	ENSDARG00000038153
ENSDARG00000002696.1	1.35305300373732e-06	-1.06619359461945	0.088	0.15	0.0297252214391051	12	ENSDARG00000002696
ENSDARG00000090268.5	2.01005624740323e-06	-1.23923572942015	0.231	0.276	0.0441589256992016	12	ENSDARG00000090268
ENSDARG00000023151.6	2.09085954051641e-06	-1.32906769880338	0.071	0.13	0.045934093245605	12	ENSDARG00000023151
ENSDARG00000037790.2	4.78672230884155e-06	-1.24145233971963	0.095	0.153	0.10515950240294	12	ENSDARG00000037790
ENSDARG00000100582.3	1.05218170579931e-05	-1.10096628612434	0.101	0.157	0.231153798947049	12	ENSDARG00000100582
ENSDARG00000027088.6	1.10862885248742e-05	-1.09925718551992	0.31	0.338	0.243554672602961	12	ENSDARG00000027088
ENSDARG00000097118.2	0.000181773613861989	-1.14109526846683	0.143	0.185	1	12	ENSDARG00000097118
ENSDARG00000038378.4	0.000374896746179289	-1.22380908978914	0.09	0.132	1	12	ENSDARG00000038378
ENSDARG00000006427.6	0.000773028364475084	-1.26675483942536	0.09	0.128	1	12	ENSDARG00000006427
ENSDARG00000009978.7	0.000853442981194782	-1.22202824707182	0.393	0.377	1	12	ENSDARG00000009978
ENSDARG00000035798.5	0.000953733364377543	-1.38968749594432	0.133	0.17	1	12	ENSDARG00000035798
ENSDARG00000042725.3	0.001020145419463	-1.04397214599301	0.245	0.258	1	12	ENSDARG00000042725
ENSDARG00000093303.9	0.00155582422284946	-1.57084151765518	0.186	0.214	1	12	ENSDARG00000093303
ENSDARG00000040534.4	0.00186898211373084	-1.03408780704212	0.121	0.154	1	12	ENSDARG00000040534
ENSDARG00000037789.8	0.00919192816341284	1.61101738321271	0.924	0.933	1	12	ENSDARG00000037789
ENSDARG00000038439.6	0.0094851969977027	-1.84999835725161	0.456	0.4	1	12	ENSDARG00000038439
ENSDARG00000094041.4	0	3.61941713279787	0.974	0.205	0	13	ENSDARG00000094041
ENSDARG00000055514.6	0	3.57589470458951	1	0.172	0	13	ENSDARG00000055514
ENSDARG00000092947.10	0	3.52672664797333	0.998	0.487	0	13	ENSDARG00000092947
ENSDARG00000036832.7	0	3.49740846029695	0.968	0.224	0	13	ENSDARG00000036832
ENSDARG00000091996	0	3.41677167430532	0.945	0.065	0	13	ENSDARG00000091996
ENSDARG00000017624.10	0	3.37436710534962	1	0.598	0	13	ENSDARG00000017624
ENSDARG00000103199	0	3.15132569133547	0.994	0.042	0	13	ENSDARG00000103199
ENSDARG00000097157	0	3.07009682006521	0.991	0.041	0	13	ENSDARG00000097157
ENSDARG00000100582.4	0	2.99240013647253	0.996	0.133	0	13	ENSDARG00000100582
ENSDARG00000006588	0	2.96060668213473	0.979	0.048	0	13	ENSDARG00000006588
ENSDARG00000003203	0	2.95924797321291	0.951	0.038	0	13	ENSDARG00000003203
ENSDARG00000104359	0	2.86951912436734	0.985	0.049	0	13	ENSDARG00000104359
ENSDARG00000093584	0	2.79861106486849	0.991	0.055	0	13	ENSDARG00000093584
ENSDARG00000093936	0	2.73179932607258	0.911	0.042	0	13	ENSDARG00000093936
ENSDARG00000009978.8	0	2.63282225617254	1	0.36	0	13	ENSDARG00000009978
ENSDARG00000043128.1	0	2.57966812740276	0.991	0.031	0	13	ENSDARG00000043128
ENSDARG00000041051	0	2.48648793389268	0.979	0.03	0	13	ENSDARG00000041051
ENSDARG00000009544.1	0	2.48314954894904	1	0.089	0	13	ENSDARG00000009544
ENSDARG00000007080	0	2.47433567736121	0.809	0.016	0	13	ENSDARG00000007080
ENSDARG00000028098	0	2.34275636780646	0.82	0.02	0	13	ENSDARG00000028098
ENSDARG00000111240	0	2.3412914455006	0.975	0.012	0	13	ENSDARG00000111240
ENSDARG00000026726.4	0	2.26191038389635	0.983	0.155	0	13	ENSDARG00000026726
ENSDARG00000030896.1	0	2.24484997997926	0.962	0.038	0	13	ENSDARG00000030896
ENSDARG00000096712.1	0	2.18791717165695	0.548	0.024	0	13	ENSDARG00000096712
ENSDARG00000040534.5	0	2.11351029246752	1	0.13	0	13	ENSDARG00000040534
ENSDARG00000116617.1	0	2.07036460286579	0.974	0.052	0	13	ENSDARG00000116617
ENSDARG00000076386	0	2.04068426418531	0.953	0.055	0	13	ENSDARG00000076386
ENSDARG00000035890	0	2.0184685912663	0.941	0.05	0	13	ENSDARG00000035890
ENSDARG00000060682	0	2.01556164048879	0.904	0.014	0	13	ENSDARG00000060682
ENSDARG00000057437	0	2.00336378053696	0.979	0.021	0	13	ENSDARG00000057437
ENSDARG00000074390	0	1.94025304360745	0.953	0.033	0	13	ENSDARG00000074390
ENSDARG00000034677	0	1.9359007335372	0.93	0.017	0	13	ENSDARG00000034677
ENSDARG00000069476	0	1.93083135715083	0.985	0.04	0	13	ENSDARG00000069476
ENSDARG00000058371.8	0	1.91441019675845	0.96	0.317	0	13	ENSDARG00000058371
ENSDARG00000021787	0	1.91085804467747	0.947	0.015	0	13	ENSDARG00000021787
ENSDARG00000025254.3	0	1.90583234283021	0.994	0.165	0	13	ENSDARG00000025254
ENSDARG00000069192	0	1.90264335867304	0.922	0.017	0	13	ENSDARG00000069192
ENSDARG00000078619.1	0	1.89927735528002	0.96	0.128	0	13	ENSDARG00000078619
ENSDARG00000031929	0	1.86396089598605	0.968	0.024	0	13	ENSDARG00000031929
ENSDARG00000012972.2	0	1.86215032774598	0.989	0.127	0	13	ENSDARG00000012972
ENSDARG00000009018.1	0	1.81710581581899	0.784	0.046	0	13	ENSDARG00000009018
ENSDARG00000016691.1	0	1.80483406205631	0.977	0.044	0	13	ENSDARG00000016691
ENSDARG00000087093	0	1.78954881205117	0.885	0.014	0	13	ENSDARG00000087093
ENSDARG00000035136	0	1.78787530861311	0.998	0.353	0	13	ENSDARG00000035136
ENSDARG00000089441	0	1.76858538909312	0.943	0.066	0	13	ENSDARG00000089441
ENSDARG00000040076	0	1.7455160262823	0.947	0.066	0	13	ENSDARG00000040076
ENSDARG00000039499	0	1.72286834040027	0.922	0.014	0	13	ENSDARG00000039499
ENSDARG00000041433	0	1.68187115696956	0.28	0.008	0	13	ENSDARG00000041433
ENSDARG00000019360	0	1.6436045837246	0.951	0.044	0	13	ENSDARG00000019360
ENSDARG00000045947	0	1.59960977626698	0.938	0.026	0	13	ENSDARG00000045947
ENSDARG00000095796	0	1.59536226027707	0.941	0.019	0	13	ENSDARG00000095796
ENSDARG00000022165	0	1.59214498323066	0.981	0.141	0	13	ENSDARG00000022165
ENSDARG00000093494	0	1.57740644431605	0.873	0.011	0	13	ENSDARG00000093494
ENSDARG00000101181	0	1.56880845862205	0.881	0.019	0	13	ENSDARG00000101181
ENSDARG00000056836	0	1.55099869376468	0.894	0.006	0	13	ENSDARG00000056836
ENSDARG00000097959.1	0	1.54617080411208	0.405	0.036	0	13	ENSDARG00000097959
ENSDARG00000029290	0	1.54474232009469	0.898	0.01	0	13	ENSDARG00000029290
ENSDARG00000098256	0	1.51358649473458	0.633	0.008	0	13	ENSDARG00000098256
ENSDARG00000036588	0	1.51313010899696	0.955	0.085	0	13	ENSDARG00000036588
ENSDARG00000093313	0	1.47838690461077	0.972	0.222	0	13	ENSDARG00000093313
ENSDARG00000036876	0	1.47687152664607	0.911	0.025	0	13	ENSDARG00000036876
ENSDARG00000101043	0	1.46720849415706	0.845	0.018	0	13	ENSDARG00000101043
ENSDARG00000092379	0	1.43831953718271	0.873	0.008	0	13	ENSDARG00000092379
ENSDARG00000095147	0	1.43713044277018	0.501	0.009	0	13	ENSDARG00000095147
ENSDARG00000070427	0	1.41744255868631	0.877	0.019	0	13	ENSDARG00000070427
ENSDARG00000002509	0	1.40014854938244	0.767	0.019	0	13	ENSDARG00000002509
ENSDARG00000032405	0	1.38857205653286	0.888	0.037	0	13	ENSDARG00000032405
ENSDARG00000028096	0	1.38058699499682	0.832	0.008	0	13	ENSDARG00000028096
ENSDARG00000089936	0	1.36622217536082	0.873	0.018	0	13	ENSDARG00000089936
ENSDARG00000103634	0	1.35466486864188	0.595	0.006	0	13	ENSDARG00000103634
ENSDARG00000034836	0	1.33251730298477	0.871	0.006	0	13	ENSDARG00000034836
ENSDARG00000076820.1	0	1.3300029318565	0.8	0.015	0	13	ENSDARG00000076820
ENSDARG00000097902	0	1.32280532558829	0.803	0.008	0	13	ENSDARG00000097902
ENSDARG00000040628	0	1.29540705779147	0.883	0.009	0	13	ENSDARG00000040628
ENSDARG00000003216	0	1.28667461982367	0.915	0.073	0	13	ENSDARG00000003216
ENSDARG00000031588	0	1.27349967118529	0.733	0.005	0	13	ENSDARG00000031588
ENSDARG00000092726	0	1.26976526930472	0.792	0.017	0	13	ENSDARG00000092726
ENSDARG00000029443	0	1.25716929529053	0.887	0.063	0	13	ENSDARG00000029443
ENSDARG00000063572	0	1.24709320710854	0.871	0.094	0	13	ENSDARG00000063572
ENSDARG00000069279	0	1.21350754274815	0.845	0.01	0	13	ENSDARG00000069279
ENSDARG00000014047.1	0	1.19254438170427	0.832	0.024	0	13	ENSDARG00000014047
ENSDARG00000086216	0	1.17914363565902	0.922	0.054	0	13	ENSDARG00000086216
ENSDARG00000088589	0	1.17506581355339	0.353	0.005	0	13	ENSDARG00000088589
ENSDARG00000018524.1	0	1.16548500429088	0.93	0.15	0	13	ENSDARG00000018524
ENSDARG00000099306	0	1.15611499468434	0.849	0.075	0	13	ENSDARG00000099306
ENSDARG00000013771.1	0	1.14241324253653	0.847	0.021	0	13	ENSDARG00000013771
ENSDARG00000052039	0	1.13910126028912	0.792	0.018	0	13	ENSDARG00000052039
ENSDARG00000102555	0	1.13264652924732	0.866	0.036	0	13	ENSDARG00000102555
ENSDARG00000058693	0	1.12966911625562	0.913	0.072	0	13	ENSDARG00000058693
ENSDARG00000089307	0	1.12893747998482	0.788	0.09	0	13	ENSDARG00000089307
ENSDARG00000097746	0	1.12186483951637	0.711	0.015	0	13	ENSDARG00000097746
ENSDARG00000010250	0	1.11817415436226	0.856	0.039	0	13	ENSDARG00000010250
ENSDARG00000091234.4	0	1.10681838404944	0.841	0.175	0	13	ENSDARG00000091234
ENSDARG00000102435	0	1.08563670655225	0.62	0.011	0	13	ENSDARG00000102435
ENSDARG00000087873	0	1.07387566644287	0.701	0.02	0	13	ENSDARG00000087873
ENSDARG00000102364	0	1.05008033835739	0.554	0.005	0	13	ENSDARG00000102364
ENSDARG00000004034.1	0	1.04929378064225	0.89	0.072	0	13	ENSDARG00000004034
ENSDARG00000045352	0	1.03610887618326	0.96	0.228	0	13	ENSDARG00000045352
ENSDARG00000004748	0	1.02685961364096	0.677	0.007	0	13	ENSDARG00000004748
ENSDARG00000024116	0	1.02289029622091	0.815	0.023	0	13	ENSDARG00000024116
ENSDARG00000079175	0	1.02233963982621	0.805	0.011	0	13	ENSDARG00000079175
ENSDARG00000055504.1	0	1.01829424183225	0.794	0.049	0	13	ENSDARG00000055504
ENSDARG00000020133.2	2.68994846675279e-267	1.32563690751091	0.977	0.334	5.90954778660921e-263	13	ENSDARG00000020133
ENSDARG00000009779	1.32571858073942e-251	1.20749703756586	0.996	0.423	2.91247115002643e-247	13	ENSDARG00000009779
ENSDARG00000070426	1.91229264823308e-247	1.24867723714161	0.998	0.436	4.20111571890326e-243	13	ENSDARG00000070426
ENSDARG00000090268.6	3.52449885948136e-234	1.30727407211683	0.871	0.259	7.74297154439461e-230	13	ENSDARG00000090268
ENSDARG00000104181.6	7.68964643698643e-213	1.21884900503058	0.922	0.296	1.68933842574155e-208	13	ENSDARG00000104181
ENSDARG00000002768.8	2.65425204812543e-183	-2.66942519839632	0.934	0.949	5.83112632452676e-179	13	ENSDARG00000002768
ENSDARG00000037789.9	4.79259343184761e-160	-2.50573932332194	0.943	0.933	1.0528848510426e-155	13	ENSDARG00000037789
ENSDARG00000000212	4.04428483971581e-149	2.78073055065268	0.422	0.088	8.88488936437167e-145	13	ENSDARG00000000212
ENSDARG00000073742.6	2.52210718011113e-138	-2.29131699873802	0.911	0.9	5.54081726398614e-134	13	ENSDARG00000073742
ENSDARG00000042993.6	1.60997677874116e-136	-2.32880829458045	0.896	0.893	3.53695798521645e-132	13	ENSDARG00000042993
ENSDARG00000090428.6	3.74312669961835e-122	-2.2129197599446	0.907	0.885	8.22327504639156e-118	13	ENSDARG00000090428
ENSDARG00000099197.9	8.98676415120655e-120	-2.40955757746099	0.851	0.854	1.97430221637857e-115	13	ENSDARG00000099197
ENSDARG00000017314.6	4.9496957954645e-114	-2.26257539459947	0.849	0.85	1.0873986693056e-109	13	ENSDARG00000017314
ENSDARG00000079274.7	5.08279617094937e-95	-2.22124128382588	0.826	0.814	1.11663949079587e-90	13	ENSDARG00000079274
ENSDARG00000101766.3	1.86109012355916e-84	-1.97550029900645	0.811	0.776	4.08862889244712e-80	13	ENSDARG00000101766
ENSDARG00000077777.4	8.46352965454504e-73	-1.15063087454026	0.798	0.793	1.859352829807e-68	13	ENSDARG00000077777
ENSDARG00000055046	6.01290796567899e-70	1.15152853149538	0.112	0.014	1.32097575098002e-65	13	ENSDARG00000055046
ENSDARG00000102558.10	3.283113219158e-66	-2.6241362579602	0.664	0.708	7.2126714311682e-62	13	ENSDARG00000102558
ENSDARG00000109310	8.65245349276526e-64	1.54712145845317	0.142	0.023	1.9008575078256e-59	13	ENSDARG00000109310
ENSDARG00000063911	2.98798398699768e-58	-1.04185435660082	0.998	0.947	6.5643020210352e-54	13	ENSDARG00000063911
ENSDARG00000036830.6	1.32973088599897e-55	1.30434307657667	0.794	0.43	2.92128578345114e-51	13	ENSDARG00000036830
ENSDARG00000056765.6	1.63385213427824e-50	-2.0823327165894	0.688	0.674	3.58940975379586e-46	13	ENSDARG00000056765
ENSDARG00000036840.1	1.37914868641226e-49	1.02344280303214	0.302	0.097	3.0298517491791e-45	13	ENSDARG00000036840
ENSDARG00000021113.1	1.09833613252897e-48	-1.80469606891264	0.631	0.653	2.41293464955289e-44	13	ENSDARG00000021113
ENSDARG00000103919.4	9.80068389890702e-47	-1.57755379926278	0.9	0.718	2.15311224575088e-42	13	ENSDARG00000103919
ENSDARG00000036080.2	7.61778440179638e-40	-1.53600268788772	0.113	0.366	1.67355105523065e-35	13	ENSDARG00000036080
ENSDARG00000056744.6	5.91004653547374e-36	-1.97323638424036	0.586	0.604	1.29837812337823e-31	13	ENSDARG00000056744
ENSDARG00000017441.8	6.31215255501478e-36	-2.24844609080127	0.594	0.599	1.3867167948112e-31	13	ENSDARG00000017441
ENSDARG00000035715.2	9.17339547233108e-33	-1.89704115559985	0.244	0.426	2.01530325131641e-28	13	ENSDARG00000035715
ENSDARG00000060350.6	3.7178513071412e-31	-1.96327592761972	0.558	0.577	8.1677475366585e-27	13	ENSDARG00000060350
ENSDARG00000003695	3.29257400502332e-30	-1.16058100493337	0.153	0.353	7.23345583163573e-26	13	ENSDARG00000003695
ENSDARG00000043257.6	9.62019082606512e-29	-1.99798751776768	0.367	0.478	2.11345972257825e-24	13	ENSDARG00000043257
ENSDARG00000030479.2	1.95908810269596e-28	-1.62410985297038	0.164	0.353	4.30392065281276e-24	13	ENSDARG00000030479
ENSDARG00000053254.9	4.94530116337142e-26	-2.27403457630509	0.611	0.574	1.08643321258107e-21	13	ENSDARG00000053254
ENSDARG00000039730.5	5.14548670109638e-26	-1.96141585124982	0.548	0.549	1.13041197336386e-21	13	ENSDARG00000039730
ENSDARG00000007276.6	5.91075343504167e-26	-1.95751219196674	0.586	0.564	1.29853342214431e-21	13	ENSDARG00000007276
ENSDARG00000068680.7	3.79160052380514e-24	-1.93460274822496	0.488	0.521	8.32976719074751e-20	13	ENSDARG00000068680
ENSDARG00000056725	7.94499511545321e-24	-1.50643649506872	0.193	0.352	1.74543597691391e-19	13	ENSDARG00000056725
ENSDARG00000076532.2	9.50147861250523e-24	-1.69080239210118	0.28	0.408	2.08737983638127e-19	13	ENSDARG00000076532
ENSDARG00000021124	4.11416976749101e-22	-1.44492139247798	0.573	0.537	9.03841956220101e-18	13	ENSDARG00000021124
ENSDARG00000099572.3	1.68776493570078e-21	-1.56440672026222	0.93	0.687	3.70785078724104e-17	13	ENSDARG00000099572
ENSDARG00000103543.8	9.81749489472191e-21	-2.18924580407611	0.499	0.508	2.15680545342146e-16	13	ENSDARG00000103543
ENSDARG00000093844.6	1.07182332869273e-19	-1.90278146826856	0.51	0.506	2.35468867080505e-15	13	ENSDARG00000093844
ENSDARG00000033683.9	1.40646097737143e-19	-2.0146513414449	0.486	0.497	3.08985412118729e-15	13	ENSDARG00000033683
ENSDARG00000099776.6	3.07149321354964e-19	-2.01986629951505	0.282	0.388	6.74776344084721e-15	13	ENSDARG00000099776
ENSDARG00000105223.5	2.86721516664154e-18	-1.48756460445044	0.13	0.272	6.29898499959479e-14	13	ENSDARG00000105223
ENSDARG00000033655.7	4.65428436052076e-18	-1.67031388701328	0.144	0.283	1.02249973116281e-13	13	ENSDARG00000033655
ENSDARG00000038559.1	6.74974319982697e-18	-1.43662858927245	0.253	0.366	1.48285108356999e-13	13	ENSDARG00000038559
ENSDARG00000006497.5	1.22031565667665e-17	-1.45878780010051	0.078	0.22	2.68091146615294e-13	13	ENSDARG00000006497
ENSDARG00000004621.9	4.48169432408983e-17	-1.78843343617169	0.072	0.209	9.84583426059295e-13	13	ENSDARG00000004621
ENSDARG00000020708.7	4.80425329870614e-17	-1.68529055061917	0.11	0.247	1.05544640719275e-12	13	ENSDARG00000020708
ENSDARG00000055216.5	7.72835736812537e-17	-1.56527588729965	0.163	0.291	1.69784283020346e-12	13	ENSDARG00000055216
ENSDARG00000023290	8.34848050361715e-17	-1.28709412049559	0.321	0.402	1.83407768183965e-12	13	ENSDARG00000023290
ENSDARG00000013430.4	1.21701873161436e-16	-1.60176079854888	0.233	0.339	2.67366845148359e-12	13	ENSDARG00000013430
ENSDARG00000039034	3.17466421105275e-16	-1.07152820429711	0.14	0.273	6.9744198052618e-12	13	ENSDARG00000039034
ENSDARG00000055455.9	1.35911210263988e-15	-1.58249805961639	0.085	0.215	2.98583337828955e-11	13	ENSDARG00000055455
ENSDARG00000036036.6	1.9978289643031e-15	-1.76731174517345	0.149	0.273	4.38903045167748e-11	13	ENSDARG00000036036
ENSDARG00000036577.5	2.27139547684313e-14	-1.33539588771349	0.055	0.174	4.99002872307667e-10	13	ENSDARG00000036577
ENSDARG00000007697.9	1.63260322052985e-13	-1.97960878861822	0.268	0.347	3.58666601518203e-09	13	ENSDARG00000007697
ENSDARG00000017673	3.01339520695496e-13	-1.05279361846347	0.068	0.182	6.62012793015934e-09	13	ENSDARG00000017673
ENSDARG00000036834.1	4.59265471469016e-12	1.119091798862	0.125	0.053	1.00896031427028e-07	13	ENSDARG00000036834
ENSDARG00000026865	1.77580397639153e-11	-1.10540814758955	0.085	0.187	3.90126375573456e-07	13	ENSDARG00000026865
ENSDARG00000079305.9	1.82575951767587e-11	-2.6812873994731	0.376	0.2	4.01101108438212e-07	13	ENSDARG00000079305
ENSDARG00000059057	4.22221393155614e-11	-1.1235308597985	0.074	0.172	9.27578178623568e-07	13	ENSDARG00000059057
ENSDARG00000019353.4	5.1266961871409e-11	-1.18266125088207	0.198	0.289	1.12628388535298e-06	13	ENSDARG00000019353
ENSDARG00000015314	1.9037204253142e-10	-1.07225263995346	0.091	0.186	4.18228340237277e-06	13	ENSDARG00000015314
ENSDARG00000058117.5	2.58218915689954e-10	-1.32684432249584	0.068	0.16	5.67281135879261e-06	13	ENSDARG00000058117
ENSDARG00000044684.11	2.913928029033e-10	-2.77863248270282	0.505	0.461	6.4016084869826e-06	13	ENSDARG00000044684
ENSDARG00000045677.9	3.31879549605092e-10	-1.89067520850643	0.44	0.429	7.29106182527427e-06	13	ENSDARG00000045677
ENSDARG00000035327.9	6.26095161043735e-10	-1.84959098755534	0.318	0.354	1.37546845929698e-05	13	ENSDARG00000035327
ENSDARG00000044935.5	9.31105654118914e-10	-1.3121190562338	0.06	0.149	2.04554601153384e-05	13	ENSDARG00000044935
ENSDARG00000095556.6	2.15642170833568e-09	-1.22274309845467	0.622	0.343	4.73744285104266e-05	13	ENSDARG00000095556
ENSDARG00000052578.3	2.51745631439485e-09	-1.60659376412272	0.287	0.333	5.53059977709404e-05	13	ENSDARG00000052578
ENSDARG00000015866.10	2.54669014968738e-09	-2.25424297006811	0.773	0.574	5.59482358984821e-05	13	ENSDARG00000015866
ENSDARG00000062326	2.77843353329854e-09	-1.19887411064147	0.713	0.538	6.10394062930357e-05	13	ENSDARG00000062326
ENSDARG00000022456	5.96811786006529e-09	-1.23978143459874	0.168	0.246	0.000131113581267774	13	ENSDARG00000022456
ENSDARG00000068457.8	1.20064235731943e-08	-1.79952433927604	0.405	0.394	0.000263769119479505	13	ENSDARG00000068457
ENSDARG00000102975.7	1.55238002501784e-08	-1.17142639485343	0.04	0.115	0.000341042367696168	13	ENSDARG00000102975
ENSDARG00000032705	1.83382570100313e-08	-1.0260026587313	0.043	0.118	0.000402873168253377	13	ENSDARG00000032705
ENSDARG00000004169	4.19517243585224e-08	-1.13312116704616	0.166	0.237	0.000921637432432379	13	ENSDARG00000004169
ENSDARG00000001889	5.19713036851655e-08	-1.0823962756951	0.095	0.171	0.0011417575706594	13	ENSDARG00000001889
ENSDARG00000087390.8	5.40438094595678e-08	-2.77882662682698	0.376	0.215	0.00118728845001724	13	ENSDARG00000087390
ENSDARG00000045835.4	2.17522105253111e-07	-1.64474366181453	0.371	0.367	0.00477874313030559	13	ENSDARG00000045835
ENSDARG00000029069.7	2.21128236586076e-07	-1.80727735924497	0.435	0.402	0.0048579662295595	13	ENSDARG00000029069
ENSDARG00000019702.2	2.29964264110042e-07	-1.32904787067557	0.147	0.214	0.00505208491823351	13	ENSDARG00000019702
ENSDARG00000040565.8	2.33597906580547e-07	-1.86617394723622	0.301	0.323	0.00513191240966803	13	ENSDARG00000040565
ENSDARG00000011640.7	6.96769492247213e-07	-1.21844759982138	0.047	0.111	0.015307328975179	13	ENSDARG00000011640
ENSDARG00000113599.7	9.84889543046305e-07	-2.58745162124645	0.333	0.196	0.0216370383711843	13	ENSDARG00000113599
ENSDARG00000027236.9	2.14577186644239e-06	-1.93806476596401	0.059	0.12	0.0471404621338728	13	ENSDARG00000027236
ENSDARG00000002589.2	6.35457157970815e-06	-1.29294154029528	0.149	0.203	0.139603583034608	13	ENSDARG00000002589
ENSDARG00000023062.2	9.16626949743084e-06	-1.0367001623549	0.113	0.171	0.201373774589058	13	ENSDARG00000023062
ENSDARG00000007275.9	9.92901456233509e-06	-2.10115622040361	0.304	0.312	0.21813052091994	13	ENSDARG00000007275
ENSDARG00000089124.1	1.08360817234948e-05	-1.76614889913745	0.134	0.075	0.238057879383457	13	ENSDARG00000089124
ENSDARG00000070835.5	1.54988211547001e-05	-1.47239385163557	0.163	0.21	0.340493601947606	13	ENSDARG00000070835
ENSDARG00000045143.9	1.60659695417587e-05	-2.54554106361105	0.25	0.151	0.352953284862898	13	ENSDARG00000045143
ENSDARG00000020007.7	2.23673011811333e-05	-1.29638629787548	0.153	0.204	0.491387239648318	13	ENSDARG00000020007
ENSDARG00000021339.7	2.27012310505015e-05	-1.65601508881764	0.371	0.354	0.498723344948468	13	ENSDARG00000021339
ENSDARG00000101324.9	2.66652006473801e-05	-2.38912028998299	0.569	0.456	0.585807793022294	13	ENSDARG00000101324
ENSDARG00000103687.3	2.94878018151969e-05	-1.52655232928636	0.314	0.316	0.64781751807806	13	ENSDARG00000103687
ENSDARG00000069630.1	3.09869591869866e-05	-1.02448750241786	0.062	0.114	0.680752506378909	13	ENSDARG00000069630
ENSDARG00000056511.9	4.03791619213824e-05	-1.91383697047494	0.285	0.298	0.887089808250849	13	ENSDARG00000056511
ENSDARG00000021143.1	4.79694773381787e-05	-1.02276860486916	0.053	0.102	1	13	ENSDARG00000021143
ENSDARG00000035519.2	8.92156607471511e-05	-1.41625125386285	0.709	0.527	1	13	ENSDARG00000035519
ENSDARG00000004588	0.000106410545887094	-1.05169147909004	0.095	0.142	1	13	ENSDARG00000004588
ENSDARG00000093303.10	0.000142630487185206	-2.00266939136739	0.176	0.215	1	13	ENSDARG00000093303
ENSDARG00000098475.6	0.00016897601291538	-1.61855226013629	0.253	0.27	1	13	ENSDARG00000098475
ENSDARG00000019902.6	0.000213882400940892	-1.43238383252122	0.138	0.179	1	13	ENSDARG00000019902
ENSDARG00000101199.10	0.000226821291859722	-1.52882520051619	0.505	0.419	1	13	ENSDARG00000101199
ENSDARG00000115405.7	0.000286153905033161	-2.20815349646965	0.185	0.117	1	13	ENSDARG00000115405
ENSDARG00000042529.1	0.000314014926236973	-1.11350745479992	0.072	0.115	1	13	ENSDARG00000042529
ENSDARG00000012405.7	0.000357943667052608	-1.226728316451	0.181	0.222	1	13	ENSDARG00000012405
ENSDARG00000002193.10	0.000508076499570076	-2.6132473737118	0.503	0.413	1	13	ENSDARG00000002193
ENSDARG00000104458.4	0.000777406619594616	-1.18969264296594	0.183	0.209	1	13	ENSDARG00000104458
ENSDARG00000053973	0.0014201444875579	-1.11196866964733	0.193	0.125	1	13	ENSDARG00000053973
ENSDARG00000028335.3	0.0022636096860715	-1.14113795497664	0.752	0.426	1	13	ENSDARG00000028335
ENSDARG00000040764.1	0.00245595748403852	-1.24222271178417	0.335	0.317	1	13	ENSDARG00000040764
ENSDARG00000039579.2	0.00279180580421226	-1.05761074690671	0.108	0.068	1	13	ENSDARG00000039579
ENSDARG00000014196.4	0.0049311965145059	-1.40713924196761	0.185	0.203	1	13	ENSDARG00000014196
ENSDARG00000053973.1	0	2.79592464246922	0.799	0.114	0	14	ENSDARG00000053973
ENSDARG00000016771.6	0	2.78800969365489	0.813	0.11	0	14	ENSDARG00000016771
ENSDARG00000099200	0	2.68887655236627	0.734	0.073	0	14	ENSDARG00000099200
ENSDARG00000076838	0	2.68831291595688	0.757	0.08	0	14	ENSDARG00000076838
ENSDARG00000092170.3	0	2.65162298125143	0.741	0.087	0	14	ENSDARG00000092170
