	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
ENSDARG00000068680.9	1.0859491765287e-06	-1.53642780301349	0.498	0.52	0.023857217459159	16	ENSDARG00000068680
ENSDARG00000035327.11	1.95490507944091e-06	-1.56661140636221	0.246	0.354	0.0429473096902373	16	ENSDARG00000035327
ENSDARG00000033683.11	3.85261989587036e-06	-1.54383781014318	0.46	0.497	0.084638206492376	16	ENSDARG00000033683
ENSDARG00000053254.11	5.52377198451525e-06	-1.80892475784682	0.607	0.574	0.121351746727815	16	ENSDARG00000053254
ENSDARG00000002193.12	8.7008714789849e-06	-2.86779303062522	0.351	0.416	0.191149445521819	16	ENSDARG00000002193
ENSDARG00000044684.13	3.37848766292327e-05	-2.46635455810466	0.427	0.463	0.742219954667613	16	ENSDARG00000044684
ENSDARG00000014196.6	5.89172462743932e-05	-1.32575591085556	0.104	0.203	1	16	ENSDARG00000014196
ENSDARG00000029069.9	6.74231975944132e-05	-1.49722507181529	0.346	0.404	1	16	ENSDARG00000029069
ENSDARG00000040565.9	7.6813350983129e-05	-1.50961505641003	0.237	0.324	1	16	ENSDARG00000040565
ENSDARG00000052578.5	8.12860034499046e-05	-1.38123769529411	0.256	0.332	1	16	ENSDARG00000052578
ENSDARG00000015866.13	0.000113060828333898	-1.94786093495135	0.626	0.579	1	16	ENSDARG00000015866
ENSDARG00000103687.5	0.000171979666142739	-1.29501055777965	0.242	0.317	1	16	ENSDARG00000103687
ENSDARG00000055216.7	0.000183441073056005	-1.07882965854148	0.204	0.288	1	16	ENSDARG00000055216
ENSDARG00000098475.8	0.000569920040901332	-1.38620093081642	0.194	0.27	1	16	ENSDARG00000098475
ENSDARG00000068457.10	0.000789252435423859	-1.53600930884868	0.374	0.395	1	16	ENSDARG00000068457
ENSDARG00000021339.9	0.000895619589652352	-1.45682440822663	0.308	0.355	1	16	ENSDARG00000021339
ENSDARG00000036830.8	0.00155064297444376	-1.42742254612756	0.431	0.44	1	16	ENSDARG00000036830
ENSDARG00000002644.2	0.00178515746786869	1.13897055452502	0.152	0.089	1	16	ENSDARG00000002644
ENSDARG00000023151.9	0.00219633157427266	-1.07283916436119	0.062	0.129	1	16	ENSDARG00000023151
ENSDARG00000045442.1	0.00236011008954653	-1.05113385015982	0.109	0.179	1	16	ENSDARG00000045442
ENSDARG00000002696.2	0.00358017250229526	-1.10970589415032	0.085	0.149	1	16	ENSDARG00000002696
ENSDARG00000045677.11	0.00444056117727946	-1.794961111387	0.441	0.43	1	16	ENSDARG00000045677
ENSDARG00000093303.11	0.00489524173608098	-1.33249918217704	0.152	0.214	1	16	ENSDARG00000093303
ENSDARG00000045835.6	0.00503634927084346	-1.23343274699659	0.351	0.368	1	16	ENSDARG00000045835
ENSDARG00000007697.11	0.00507790258788488	-1.31878483928807	0.308	0.345	1	16	ENSDARG00000007697
ENSDARG00000101324.12	0.00527958698848549	-1.9581861929597	0.469	0.458	1	16	ENSDARG00000101324
ENSDARG00000058371.9	0.00535389517955322	-1.47174565443093	0.303	0.334	1	16	ENSDARG00000058371
ENSDARG00000002589.4	0.00685386845600152	-1.03445983250121	0.147	0.203	1	16	ENSDARG00000002589
ENSDARG00000018263	0	2.55413429008608	0.851	0.035	0	17	ENSDARG00000018263
ENSDARG00000024503	0	1.77608005166341	0.624	0.015	0	17	ENSDARG00000024503
ENSDARG00000095462	0	1.68024310780152	0.574	0.007	0	17	ENSDARG00000095462
ENSDARG00000090899	0	1.6469451514637	0.564	0.016	0	17	ENSDARG00000090899
ENSDARG00000044204	0	1.5954782704675	0.604	0.016	0	17	ENSDARG00000044204
ENSDARG00000043168	0	1.48572010067807	0.584	0.01	0	17	ENSDARG00000043168
ENSDARG00000043173	0	1.26809535445982	0.446	0.003	0	17	ENSDARG00000043173
ENSDARG00000043171	0	1.24105127195588	0.366	0.001	0	17	ENSDARG00000043171
ENSDARG00000043175	0	1.09755520601136	0.465	0.003	0	17	ENSDARG00000043175
ENSDARG00000043722	2.67447012140787e-303	2.61478680546609	0.812	0.043	5.87554340972095e-299	17	ENSDARG00000043722
ENSDARG00000077058	2.91568326296058e-245	1.59999672818602	0.554	0.023	6.4054645603981e-241	17	ENSDARG00000077058
ENSDARG00000029822	3.19350561038062e-245	2.39104474403054	0.802	0.052	7.01581247544519e-241	17	ENSDARG00000029822
ENSDARG00000037000	4.41447656840871e-236	1.79465791911314	0.673	0.038	9.69816357313709e-232	17	ENSDARG00000037000
ENSDARG00000043279.2	1.51017710216654e-228	1.64368284269614	0.673	0.038	3.31770807574968e-224	17	ENSDARG00000043279
ENSDARG00000074613	9.87292336845664e-228	2.19093782579008	0.762	0.05	2.16898253481624e-223	17	ENSDARG00000074613
ENSDARG00000045834	5.64189285173787e-220	2.31381861983861	0.772	0.053	1.23946744059829e-215	17	ENSDARG00000045834
ENSDARG00000009443	2.20628173847422e-213	3.08105658686301	0.901	0.083	4.84698035125402e-209	17	ENSDARG00000009443
ENSDARG00000030915	3.50938545595563e-204	2.69566148540251	0.851	0.075	7.70976890818893e-200	17	ENSDARG00000030915
ENSDARG00000017490	1.47637785101425e-195	2.6876311517986	0.891	0.087	3.24345450089321e-191	17	ENSDARG00000017490
ENSDARG00000009153	8.48237236403962e-167	2.70163659741683	0.941	0.12	1.86349238465586e-162	17	ENSDARG00000009153
ENSDARG00000039393	8.22450036522413e-143	2.50152265202478	0.812	0.097	1.80684048523609e-138	17	ENSDARG00000039393
ENSDARG00000013856.1	4.41335439116996e-131	3.31987706198607	0.931	0.161	9.69569826196129e-127	17	ENSDARG00000013856
ENSDARG00000045442.2	1.12689723357848e-130	3.02244769618257	0.96	0.174	2.47568053244856e-126	17	ENSDARG00000045442
ENSDARG00000091609	3.38852667354255e-112	2.92342077212724	0.861	0.15	7.44425424910563e-108	17	ENSDARG00000091609
ENSDARG00000052578.6	1.70107272161177e-86	2.78208037933282	0.98	0.328	3.7370866621089e-82	17	ENSDARG00000052578
ENSDARG00000021339.10	1.43652612314138e-85	3.49342987293739	0.98	0.351	3.15590423992931e-81	17	ENSDARG00000021339
ENSDARG00000103687.6	2.29848872733849e-81	2.64670212678202	0.95	0.313	5.04954988508992e-77	17	ENSDARG00000103687
ENSDARG00000045835.7	2.59814587549544e-76	2.66761259437693	0.97	0.364	5.70786667387594e-72	17	ENSDARG00000045835
ENSDARG00000068680.10	1.25237443328206e-73	3.03605964606696	1	0.518	2.75134139247735e-69	17	ENSDARG00000068680
ENSDARG00000093844.9	1.25582893851939e-71	2.94805116783475	0.99	0.503	2.75893059503325e-67	17	ENSDARG00000093844
ENSDARG00000039730.8	1.35491030908918e-71	2.88836340521247	1	0.547	2.97660245803803e-67	17	ENSDARG00000039730
ENSDARG00000056765.9	1.7416205238742e-68	2.89674697277329	1	0.673	3.82616612889922e-64	17	ENSDARG00000056765
ENSDARG00000060350.9	3.70217962632752e-68	2.80763582872494	0.99	0.574	8.13331842107893e-64	17	ENSDARG00000060350
ENSDARG00000056744.9	7.76543804076576e-68	2.82783928336186	1	0.601	1.70598908317583e-63	17	ENSDARG00000056744
ENSDARG00000007276.9	1.11527523253024e-66	2.8854251648887	0.98	0.563	2.45014815834569e-62	17	ENSDARG00000007276
ENSDARG00000073742.9	3.54794525940342e-66	2.83343864698785	1	0.9	7.79448094038338e-62	17	ENSDARG00000073742
ENSDARG00000017314.9	1.27233994456939e-65	2.78839073852244	1	0.849	2.7952036242245e-61	17	ENSDARG00000017314
ENSDARG00000042993.9	4.36946992743418e-65	2.90978533906883	1	0.892	9.59928848358014e-61	17	ENSDARG00000042993
ENSDARG00000090428.9	4.9435442294928e-65	2.9778826112354	1	0.885	1.08604723177727e-60	17	ENSDARG00000090428
ENSDARG00000079274.10	6.29759188383211e-64	2.8619207789179	0.99	0.813	1.38351796095908e-59	17	ENSDARG00000079274
ENSDARG00000094557.2	1.44849401067001e-46	1.51768275367347	0.663	0.171	3.18219649204095e-42	17	ENSDARG00000094557
ENSDARG00000099970.3	8.83238410459034e-35	-1.58880192491221	1	0.998	1.94038646393745e-30	17	ENSDARG00000099970
ENSDARG00000029150	8.01255944116905e-25	-1.3222797712984	0.663	0.827	1.76027918363043e-20	17	ENSDARG00000029150
ENSDARG00000037071	7.7148365942373e-18	-1.07582647100823	0.574	0.747	1.69487245138799e-13	17	ENSDARG00000037071
ENSDARG00000077777.6	5.00491077902474e-17	-1.40841029314416	0.564	0.795	1.09952884904395e-12	17	ENSDARG00000077777
ENSDARG00000009212.1	3.218146147348e-16	-1.13060477150878	0.663	0.76	7.06994527110881e-12	17	ENSDARG00000009212
ENSDARG00000045248.1	1.3845673168338e-15	-1.1429430037401	0.564	0.75	3.04175593835217e-11	17	ENSDARG00000045248
ENSDARG00000080337.1	3.34239720617852e-15	-1.0135717366087	0.812	0.901	7.3429124222536e-11	17	ENSDARG00000080337
ENSDARG00000037870.3	1.80348590348578e-14	-1.06988562493662	0.792	0.824	3.9620781813679e-10	17	ENSDARG00000037870
ENSDARG00000103919.6	1.83353267182679e-14	-1.38000186540463	0.505	0.724	4.02808792673627e-10	17	ENSDARG00000103919
ENSDARG00000035400	5.97059366663523e-13	-1.17544306907762	0.475	0.654	1.31167972262309e-08	17	ENSDARG00000035400
ENSDARG00000031317.1	2.29505432249514e-12	-1.30443608501128	0.446	0.651	5.04200484108956e-08	17	ENSDARG00000031317
ENSDARG00000013351.1	6.77740883333143e-12	-1.22086847553185	0.564	0.695	1.48892894659458e-07	17	ENSDARG00000013351
ENSDARG00000101766.5	7.75725121617922e-11	-1.15022614100895	0.673	0.777	1.70419051968241e-06	17	ENSDARG00000101766
ENSDARG00000053291.1	1.31487848358633e-09	-1.12726579387627	0.485	0.625	2.88865654059082e-05	17	ENSDARG00000053291
ENSDARG00000087636.2	1.5239121065519e-09	-1.22395422338325	0.317	0.545	3.34788250688387e-05	17	ENSDARG00000087636
ENSDARG00000062326.2	1.8088296017823e-09	-1.19463776771129	0.317	0.544	3.97381775215553e-05	17	ENSDARG00000062326
ENSDARG00000040439.1	1.82822587343139e-09	-1.2416205611488	0.455	0.579	4.01642942134143e-05	17	ENSDARG00000040439
ENSDARG00000099572.5	3.80331456955486e-09	-1.36502297452307	0.554	0.694	8.35550177785508e-05	17	ENSDARG00000099572
ENSDARG00000103672.1	4.64006705577569e-09	-1.18790744925311	0.307	0.526	0.000101937633148336	17	ENSDARG00000103672
ENSDARG00000099175.1	5.03737546335769e-09	-1.59618977166653	0.139	0.387	0.000110666101554505	17	ENSDARG00000099175
ENSDARG00000029722.2	1.49704646813367e-08	-1.49861623487425	0.347	0.537	0.000328886138584285	17	ENSDARG00000029722
ENSDARG00000039914.4	2.27416003039462e-08	-1.60818528861706	0.257	0.467	0.000499610217077395	17	ENSDARG00000039914
ENSDARG00000068995.2	3.60105140134562e-08	-1.31656776396614	0.238	0.456	0.00079111498236162	17	ENSDARG00000068995
ENSDARG00000052082	5.75626380667803e-08	-1.02156270739104	0.327	0.505	0.0012645935956891	17	ENSDARG00000052082
ENSDARG00000033009.1	8.40080745744892e-08	-1.02476265176327	0.406	0.576	0.00184557339032695	17	ENSDARG00000033009
ENSDARG00000019353.6	9.26328331010735e-08	-1.64717953774986	0.059	0.288	0.00203505071039748	17	ENSDARG00000019353
ENSDARG00000015551.1	1.052597372795e-07	-1.33323865550066	0.465	0.571	0.00231245116829334	17	ENSDARG00000015551
ENSDARG00000007960.1	4.14033868559192e-07	-1.01360454505074	0.406	0.545	0.00909591005837688	17	ENSDARG00000007960
ENSDARG00000035519.4	6.27939294283e-07	-1.46573325865588	0.396	0.532	0.0137951983561032	17	ENSDARG00000035519
ENSDARG00000029818	1.68856660697373e-06	-1.20788219430944	0.257	0.413	0.0370961197886058	17	ENSDARG00000029818
ENSDARG00000031776.1	2.0525100389723e-06	-1.06094775368242	0.406	0.544	0.0450915930461824	17	ENSDARG00000031776
ENSDARG00000116491.1	2.38885573468563e-06	-1.15998578309248	0.198	0.388	0.0524807716353086	17	ENSDARG00000116491
ENSDARG00000031683.4	3.34270318334872e-06	-1.26309379224293	0.515	0.585	0.0734358462349879	17	ENSDARG00000031683
ENSDARG00000008363	3.56950597252647e-06	-1.06066781923791	0.079	0.271	0.078418476710434	17	ENSDARG00000008363
ENSDARG00000033227.2	4.16877773413576e-06	1.17162776813344	0.198	0.075	0.0915838780412285	17	ENSDARG00000033227
ENSDARG00000076532.4	4.86593519085588e-06	-1.00978008211159	0.208	0.405	0.106899730207913	17	ENSDARG00000076532
ENSDARG00000015050.1	5.40563123660539e-06	-1.10095761134383	0.317	0.465	0.118756312636984	17	ENSDARG00000015050
ENSDARG00000099195.1	8.11693602500448e-06	-1.21317359024855	0.168	0.348	0.178320967533324	17	ENSDARG00000099195
ENSDARG00000027249	8.89573103121922e-06	-1.14486204346156	0.307	0.437	0.195430315024855	17	ENSDARG00000027249
ENSDARG00000076847	9.49559116972667e-06	-1.03197745856554	0.079	0.255	0.208608642407725	17	ENSDARG00000076847
ENSDARG00000025350.1	1.22168564077614e-05	-1.25151165152883	0.366	0.472	0.268392118422109	17	ENSDARG00000025350
ENSDARG00000096849	1.84907537614797e-05	-1.10251334193484	0.129	0.312	0.406223369385947	17	ENSDARG00000096849
ENSDARG00000105223.7	2.05025720534391e-05	-1.40862618443641	0.099	0.269	0.450421005442004	17	ENSDARG00000105223
ENSDARG00000035715.4	4.04031475670394e-05	-1.22924200082338	0.277	0.422	0.887616748900288	17	ENSDARG00000035715
ENSDARG00000020708.9	6.72478681820908e-05	-1.64146647703058	0.089	0.244	1	17	ENSDARG00000020708
ENSDARG00000074378.3	9.4264548499605e-05	-1.44784502193245	0.287	0.392	1	17	ENSDARG00000074378
ENSDARG00000104458.6	0.000117209431203712	-1.15977605704494	0.059	0.209	1	17	ENSDARG00000104458
ENSDARG00000038559.3	0.000166767825392821	-1.06861579252849	0.228	0.364	1	17	ENSDARG00000038559
ENSDARG00000020298	0.000215626429369614	-1.02097042135482	0.297	0.406	1	17	ENSDARG00000020298
ENSDARG00000007795	0.000228772958598987	-1.07690034996892	0.218	0.339	1	17	ENSDARG00000007795
ENSDARG00000099776.8	0.000280289521186323	-1.27794132695381	0.248	0.386	1	17	ENSDARG00000099776
ENSDARG00000009106	0.000307946639717608	-1.07379445671174	0.099	0.232	1	17	ENSDARG00000009106
ENSDARG00000036162	0.000320220033090477	-1.01018680784994	0.287	0.388	1	17	ENSDARG00000036162
ENSDARG00000054804.1	0.000348788036857107	-1.0187634537098	0.139	0.281	1	17	ENSDARG00000054804
ENSDARG00000028335.5	0.00056333178501368	-1.15962747197756	0.337	0.435	1	17	ENSDARG00000028335
ENSDARG00000043531.3	0.000600324129493641	-1.2512935717282	0.257	0.356	1	17	ENSDARG00000043531
ENSDARG00000055216.8	0.000794949827486364	-1.05583796070978	0.158	0.288	1	17	ENSDARG00000055216
ENSDARG00000059906.3	0.000840425754405618	-1.23109621112787	0.228	0.325	1	17	ENSDARG00000059906
ENSDARG00000100003.4	0.000856016271146801	-1.1136932004937	0.238	0.339	1	17	ENSDARG00000100003
ENSDARG00000055455.11	0.000884494377180476	-1.45257771626178	0.089	0.212	1	17	ENSDARG00000055455
ENSDARG00000041623.6	0.000899503184470759	-1.25949917919081	0.139	0.272	1	17	ENSDARG00000041623
ENSDARG00000079305.12	0.00255526520048139	-2.36594860727856	0.376	0.204	1	17	ENSDARG00000079305
ENSDARG00000031427	0.00271926095780336	-1.04238367220126	0.238	0.319	1	17	ENSDARG00000031427
ENSDARG00000087303.3	0.00283120983776507	-1.09479105721739	0.426	0.445	1	17	ENSDARG00000087303
ENSDARG00000040764.2	0.00308066773691282	-1.30687070994603	0.228	0.318	1	17	ENSDARG00000040764
ENSDARG00000036080.3	0.00309073332223629	-1.3535746625532	0.317	0.359	1	17	ENSDARG00000036080
ENSDARG00000103720.5	0.00314230604946693	-1.4324798226087	0.386	0.41	1	17	ENSDARG00000103720
ENSDARG00000009779.1	0.00498587269967518	-1.04591366794618	0.436	0.438	1	17	ENSDARG00000009779
ENSDARG00000004621.11	0.00559442692197696	-1.47778932456886	0.109	0.206	1	17	ENSDARG00000004621
ENSDARG00000102975.9	0.00639776123847355	-1.16857051629729	0.03	0.113	1	17	ENSDARG00000102975
ENSDARG00000058358.5	0.0082786977940092	-1.20446774073493	0.287	0.345	1	17	ENSDARG00000058358
ENSDARG00000077652	0	4.63791973124711	1	0.008	0	18	ENSDARG00000077652
ENSDARG00000008306	0	4.55873061600342	1	0.011	0	18	ENSDARG00000008306
ENSDARG00000051874	0	4.4030230432421	1	0.015	0	18	ENSDARG00000051874
ENSDARG00000006008.1	0	4.25443140432244	1	0.01	0	18	ENSDARG00000006008
ENSDARG00000056151.1	0	3.90829557957503	1	0.018	0	18	ENSDARG00000056151
ENSDARG00000091298.1	0	3.81691509223123	1	0.02	0	18	ENSDARG00000091298
ENSDARG00000078618	0	3.60926075087385	1	0.007	0	18	ENSDARG00000078618
ENSDARG00000029057	0	3.30955912489841	1	0.004	0	18	ENSDARG00000029057
ENSDARG00000045153	0	3.09873161518664	0.875	0.003	0	18	ENSDARG00000045153
ENSDARG00000086114	0	2.79365892147427	0.938	0.001	0	18	ENSDARG00000086114
ENSDARG00000033760	0	2.78250042644253	0.969	0.002	0	18	ENSDARG00000033760
ENSDARG00000016963	0	2.77010221162052	1	0.007	0	18	ENSDARG00000016963
ENSDARG00000059053	0	2.75301824895159	1	0.005	0	18	ENSDARG00000059053
ENSDARG00000005823.1	0	2.71384984855538	1	0.018	0	18	ENSDARG00000005823
ENSDARG00000002311	0	2.70729049204815	0.719	0.006	0	18	ENSDARG00000002311
ENSDARG00000104387	0	2.64929405447658	0.938	0.011	0	18	ENSDARG00000104387
ENSDARG00000028862	0	2.58115151836529	0.938	0.001	0	18	ENSDARG00000028862
ENSDARG00000062059	0	2.57101122938584	0.969	0.011	0	18	ENSDARG00000062059
ENSDARG00000044295	0	2.37789799626675	0.844	0.008	0	18	ENSDARG00000044295
ENSDARG00000028740	0	2.31878077673894	0.969	0.003	0	18	ENSDARG00000028740
ENSDARG00000087059	0	2.30023923123941	0.906	0.003	0	18	ENSDARG00000087059
ENSDARG00000069478	0	2.26242645203325	0.938	0.002	0	18	ENSDARG00000069478
ENSDARG00000002593.1	0	2.21448195022398	0.875	0.012	0	18	ENSDARG00000002593
ENSDARG00000029204	0	2.15366150692595	0.844	0.003	0	18	ENSDARG00000029204
ENSDARG00000018077	0	2.02532789112493	0.688	0.003	0	18	ENSDARG00000018077
ENSDARG00000011259	0	2.00978233295881	0.875	0.008	0	18	ENSDARG00000011259
ENSDARG00000103476.1	0	1.80043979492885	0.906	0.014	0	18	ENSDARG00000103476
ENSDARG00000046012	0	1.79227205303533	0.906	0.009	0	18	ENSDARG00000046012
ENSDARG00000075706	0	1.64091616614405	0.812	0.008	0	18	ENSDARG00000075706
ENSDARG00000068567	0	1.64086441147464	0.75	0.006	0	18	ENSDARG00000068567
ENSDARG00000034572	0	1.57637695185345	0.75	0.01	0	18	ENSDARG00000034572
ENSDARG00000102176	0	1.56506817570241	0.594	0.003	0	18	ENSDARG00000102176
ENSDARG00000079280	0	1.45466726110262	0.75	0.01	0	18	ENSDARG00000079280
ENSDARG00000044387	0	1.42672620078583	0.812	0.009	0	18	ENSDARG00000044387
ENSDARG00000037278	0	1.42571180405888	0.562	0.003	0	18	ENSDARG00000037278
ENSDARG00000052497	0	1.42567485269938	0.719	0.004	0	18	ENSDARG00000052497
ENSDARG00000005343	0	1.38516335912003	0.812	0.007	0	18	ENSDARG00000005343
ENSDARG00000039832	0	1.34202595218392	0.562	0.004	0	18	ENSDARG00000039832
ENSDARG00000089824	0	1.17928962363592	0.562	0	0	18	ENSDARG00000089824
ENSDARG00000043322	0	1.15415499207036	0.562	0.006	0	18	ENSDARG00000043322
ENSDARG00000059743	0	1.10035551031711	0.625	0.008	0	18	ENSDARG00000059743
ENSDARG00000038867	0	1.09157875628803	0.562	0.003	0	18	ENSDARG00000038867
ENSDARG00000098245	0	1.08044063109204	0.438	0.001	0	18	ENSDARG00000098245
ENSDARG00000032862	2.44823152420096e-282	1.01211657502683	0.438	0.004	5.37851983551708e-278	18	ENSDARG00000032862
ENSDARG00000117130	1.42504657617363e-281	1.510133508469	0.75	0.013	3.13068482319586e-277	18	ENSDARG00000117130
ENSDARG00000031952	8.75217508806994e-280	3.26284618218984	0.719	0.012	1.92276534509809e-275	18	ENSDARG00000031952
ENSDARG00000058381	4.02180473386061e-276	1.48672609962266	0.719	0.012	8.83550281981837e-272	18	ENSDARG00000058381
ENSDARG00000071518	5.59775001444236e-276	1.274895761081	0.75	0.013	1.22976970067284e-271	18	ENSDARG00000071518
ENSDARG00000018809	1.7848604546011e-257	1.68307338235055	0.781	0.015	3.92115993271315e-253	18	ENSDARG00000018809
ENSDARG00000099563	2.57557284475192e-250	3.13991254448151	1	0.027	5.65827598263549e-246	18	ENSDARG00000099563
ENSDARG00000077709	3.22138874609529e-244	1.34283111252088	0.656	0.011	7.07706893629675e-240	18	ENSDARG00000077709
ENSDARG00000007480	4.84898056895971e-240	5.13243740687762	1	0.029	1.06527254119476e-235	18	ENSDARG00000007480
ENSDARG00000030967	6.75253868565102e-238	1.02525577572987	0.406	0.004	1.48346522385067e-233	18	ENSDARG00000030967
ENSDARG00000009499	1.56509720584284e-234	1.56614449885204	0.812	0.018	3.43836205151613e-230	18	ENSDARG00000009499
ENSDARG00000037097.1	3.55181725803783e-231	1.84445030367885	0.938	0.025	7.8029873341833e-227	18	ENSDARG00000037097
ENSDARG00000069607.1	5.15688445934287e-231	1.99039183056666	0.875	0.021	1.13291594687303e-226	18	ENSDARG00000069607
ENSDARG00000102229	1.08904820370607e-226	1.67289789758126	0.719	0.014	2.39252999872186e-222	18	ENSDARG00000102229
ENSDARG00000045808	2.82893616067248e-225	4.68164726933255	1	0.03	6.21488985138136e-221	18	ENSDARG00000045808
ENSDARG00000035868	1.53349671495396e-217	1.53991156463401	0.812	0.02	3.36893893308235e-213	18	ENSDARG00000035868
ENSDARG00000042854	6.82279261900774e-210	1.08267044358427	0.594	0.011	1.49889931046981e-205	18	ENSDARG00000042854
ENSDARG00000054890	5.33358023870385e-197	4.5630490219079	1	0.035	1.17173424264085e-192	18	ENSDARG00000054890
ENSDARG00000019556	1.0915953351915e-194	1.47042292249125	0.781	0.02	2.3981257918822e-190	18	ENSDARG00000019556
ENSDARG00000054858	4.02371252793131e-194	1.08501250807409	0.656	0.014	8.8396940526123e-190	18	ENSDARG00000054858
ENSDARG00000040280	4.44314753367914e-194	1.14749088734332	0.594	0.012	9.76115081673971e-190	18	ENSDARG00000040280
ENSDARG00000099101.1	1.64811499866398e-193	3.2884878079409	0.969	0.033	3.62074384056489e-189	18	ENSDARG00000099101
